ProjectReference,FundingOrgName,ProjectCategory,ParentOrgName,SectorParentOrg,CountryParentOrg,YearCollaborationStarted,AwardExpenditurePoundsMainProject
MR/K000837/1,MRC,Research Grant,Geneva University Hospitals,Hospitals,Switzerland,2010,1754774
MR/K000837/1,MRC,Research Grant,Kyoto Prefectural University of Medicine,Academic/University,Japan,2014,1754774
MR/K000837/1,MRC,Research Grant,Life Technologies,Private,United Kingdom,2014,1754774
MR/K000837/1,MRC,Research Grant,Linkoping University,Academic/University,Sweden,2012,1754774
MR/K000837/1,MRC,Research Grant,St Thomas' Hospital,Hospitals,United Kingdom,2010,1754774
MR/K000837/1,MRC,Research Grant,Stanford University,Academic/University,United States,2009,1754774
MR/K000837/1,MRC,Research Grant,The Open Eyes Foundation,Charity/Non Profit,United Kingdom,2015,1754774
MR/K000837/1,MRC,Research Grant,Universidade de São Paulo,Academic/University,Brazil,2016,1754774
MR/K000837/1,MRC,Research Grant,University of Aberdeen,Academic/University,United Kingdom,2012,1754774
MR/K000837/1,MRC,Research Grant,University of Alabama at Birmingham,Academic/University,United States,2013,1754774
MR/K000837/1,MRC,Research Grant,University of Dundee,Academic/University,United Kingdom,2008,1754774
MR/K000837/1,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2012,1754774
MR/K000837/1,MRC,Research Grant,University of Pittsburgh Medical Center (UPMC),Hospitals,United States,2007,1754774
MR/K000837/1,MRC,Research Grant,University of Zaragoza,Academic/University,Spain,2012,1754774
MR/K000837/1,MRC,Research Grant,Veni Vidi,Private,United Kingdom,2012,1754774
MR/K000837/1,MRC,Research Grant,Weizmann Institute of Science,Academic/University,Israel,2013,1754774
MR/K002279/1,MRC,Research Grant,Unilever,Private,United Kingdom,2013,503989
MR/K002279/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2012,503989
MR/K002279/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2012,503989
MR/K002279/1,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2013,503989
MR/K003259/1,MRC,Research Grant,Sichuan University,Academic/University,China,2014,563754
MR/K003259/1,MRC,Research Grant,"Third Military Medical University, China",Academic/University,China,2014,563754
MR/K003259/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2014,563754
MR/K003259/1,MRC,Research Grant,University of Leicester,Academic/University,United Kingdom,2016,563754
MR/K003259/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2014,563754
MR/K00381X/1,MRC,Research Grant,Duke University,Academic/University,United States,2014,1032423
MR/K00381X/1,MRC,Research Grant,Global Burden of Disease Study,Academic/University,Global,2013,1032423
MR/K00381X/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2014,1032423
MR/K00381X/1,MRC,Research Grant,MRC Harwell,Academic/University,United Kingdom,2012,1032423
MR/K00381X/1,MRC,Research Grant,Rigshospitalet,Hospitals,Denmark,2014,1032423
MR/K005537/1,MRC,Research Grant,"Birkbeck, University of London",Academic/University,United Kingdom,2015,1369785
MR/K005537/1,MRC,Research Grant,Ossianix,Private,United Kingdom,2016,1369785
MR/K005537/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2016,1369785
MR/K005537/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2016,1369785
MR/K006665/1,MRC,Research Grant,Academic Health Science Network for the North East and North Cumbria,Charity/Non Profit,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,Age UK,Charity/Non Profit,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Alan Turing Institute,Academic/University,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Animal and Plant Health Agency,Public,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Animal Health Trust,Charity/Non Profit,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Asda Stores Limited,Private,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Association of the British Pharmaceutical Industry,Charity/Non Profit,United Kingdom,2017,4823173
MR/K006665/1,MRC,Research Grant,Aston University,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,British Broadcasting Corporation (BBC),Public,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,British Kidney Patient Association,Charity/Non Profit,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Ernst and Young LLP,Private,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Farr Institute of Health Informatics Research,Academic/University,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Google,Private,United States,2016,4823173
MR/K006665/1,MRC,Research Grant,Harvard University,Academic/University,United States,2014,4823173
MR/K006665/1,MRC,Research Grant,Health Unlocked,Private,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Heywood Middleton and Rochdale CCG,Private,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,IBM,Private,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Informatics for Integrating Biology and the Bedside (i2b2),Charity/Non Profit,United States,2014,4823173
MR/K006665/1,MRC,Research Grant,Inspiring Communities Together,Charity/Non Profit,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Institute of Clinical and Evaluative Sciences (ICES),Academic/University,Canada,2018,4823173
MR/K006665/1,MRC,Research Grant,Intelligent Medical Objects,Private,United States,2015,4823173
MR/K006665/1,MRC,Research Grant,International Foundation for Infectious Diseases and Health,Academic/University,Italy,2013,4823173
MR/K006665/1,MRC,Research Grant,Janssen Research & Development,Private,Global,2015,4823173
MR/K006665/1,MRC,Research Grant,LumiraDx,Private,United States,2016,4823173
MR/K006665/1,MRC,Research Grant,Manchester City Council,Public,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Manchester City Football Club,Private,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Manchester Community Central,Charity/Non Profit,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Manchester Institute for Collaborative Research on Ageing,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Manchester University NHS Foundation Trust,Public,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Merck,Private,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,MRC Dementias Platform UK,Academic/University,United Kingdom,2014,4823173
MR/K006665/1,MRC,Research Grant,N8 Universities,Academic/University,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,National Institute for Health and Care Excellence (NICE),Public,United Kingdom,2017,4823173
MR/K006665/1,MRC,Research Grant,National Institute for Health Research,Public,United Kingdom,2014,4823173
MR/K006665/1,MRC,Research Grant,NHS England,Public,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Nokia,Private,France,2014,4823173
MR/K006665/1,MRC,Research Grant,North West Coast Greater Manchester Academic Health Science Network,Academic/University,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,Northern Health Science Alliance Ltd (NHSA),Academic/University,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,researchobject.org,Charity/Non Profit,NA,2013,4823173
MR/K006665/1,MRC,Research Grant,Roma Tre University,Academic/University,Italy,2013,4823173
MR/K006665/1,MRC,Research Grant,Royal Veterinary College (RVC),Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,Salford Royal NHS Foundation Trust,Hospitals,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,Servier Laboratories,Private,France,2015,4823173
MR/K006665/1,MRC,Research Grant,The Office for Creative Research (OCR),Private,United States,2015,4823173
MR/K006665/1,MRC,Research Grant,UK Renal Registry,Hospitals,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,uMotif,Private,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,University of Bradford,Academic/University,United Kingdom,2014,4823173
MR/K006665/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2014,4823173
MR/K006665/1,MRC,Research Grant,University of Leicester,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,University of Malawi,Academic/University,Malawi,2013,4823173
MR/K006665/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2016,4823173
MR/K006665/1,MRC,Research Grant,University of Salford,Academic/University,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2013,4823173
MR/K006665/1,MRC,Research Grant,University of Southampton,Academic/University,United Kingdom,2015,4823173
MR/K006665/1,MRC,Research Grant,University of Wisconsin-Madison,Academic/University,United States,2016,4823173
MR/K006665/1,MRC,Research Grant,Verily Life Sciences LLC,Private,United States,2016,4823173
MR/K006665/1,MRC,Research Grant,Yorkshire and Humber Academic Health Science Network,Academic/University,United Kingdom,2013,4823173
MR/K007424/1,MRC,Research Grant,Addis Ababa University,Academic/University,Ethiopia,2016,2838787
MR/K007424/1,MRC,Research Grant,Bill and Melinda Gates Foundation,Charity/Non Profit,United States,2012,2838787
MR/K007424/1,MRC,Research Grant,Charles Darwin University (CDU),Academic/University,Australia,2013,2838787
MR/K007424/1,MRC,Research Grant,Eijkman Oxford Clinical Research Unit,Hospitals,Indonesia,2014,2838787
MR/K007424/1,MRC,Research Grant,Ethiopian Public Health Institute,Public,Ethiopia,2016,2838787
MR/K007424/1,MRC,Research Grant,Government of Indonesia,Public,Indonesia,2011,2838787
MR/K007424/1,MRC,Research Grant,Health Care and Social Development Organization,Charity/Non Profit,Uganda,2013,2838787
MR/K007424/1,MRC,Research Grant,Health Protection and Research Organisation (HPRO),Public,Afghanistan,2013,2838787
MR/K007424/1,MRC,Research Grant,University of Melbourne,Academic/University,Australia,2014,2838787
MR/K007424/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2013,2838787
MR/K007424/1,MRC,Research Grant,Wellcome Trust,Charity/Non Profit,United Kingdom,2011,2838787
MR/K008862/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2013,41791
MR/K008862/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2013,41791
MR/K010174/1,MRC,Research Grant,Aarhus University,Academic/University,Denmark,2014,2325409
MR/K010174/1,MRC,Research Grant,Academic Medical Center,Academic/University,Netherlands,2011,2325409
MR/K010174/1,MRC,Research Grant,Antigen Discovery Inc,Private,United States,2014,2325409
MR/K010174/1,MRC,Research Grant,Baylor College of Medicine,Academic/University,United States,2016,2325409
MR/K010174/1,MRC,Research Grant,Bill and Melinda Gates Foundation,Charity/Non Profit,United States,2013,2325409
MR/K010174/1,MRC,Research Grant,Biomedical Research and Training Institute (BRTI),Charity/Non Profit,Zimbabwe,2017,2325409
MR/K010174/1,MRC,Research Grant,Biotechnology and Biological Sciences Research Council (BBSRC),Public,United Kingdom,2009,2325409
MR/K010174/1,MRC,Research Grant,Brown University,Academic/University,United States,2010,2325409
MR/K010174/1,MRC,Research Grant,Brunel University London,Academic/University,United Kingdom,2011,2325409
MR/K010174/1,MRC,Research Grant,Center for Infectious Disease Modeling and Analysis,Academic/University,United States,2017,2325409
MR/K010174/1,MRC,Research Grant,Centers for Disease Control and Prevention (CDC),Public,United States,2011,2325409
MR/K010174/1,MRC,Research Grant,Centre for Infectious Disease Research in Zambia,Charity/Non Profit,Zambia,2017,2325409
MR/K010174/1,MRC,Research Grant,China Centre for Disease Control,Public,China,2009,2325409
MR/K010174/1,MRC,Research Grant,Chinese Center for Disease Control and Prevention (China CDC),Public,China,2016,2325409
MR/K010174/1,MRC,Research Grant,"Christian Medical College, Vellore",Academic/University,India,2010,2325409
MR/K010174/1,MRC,Research Grant,Clinton Health Access Initiative,Charity/Non Profit,United States,2016,2325409
MR/K010174/1,MRC,Research Grant,Colombian Institute of Family Welfare,Private,Colombia,2017,2325409
MR/K010174/1,MRC,Research Grant,Copenhagen Consensus Center,Charity/Non Profit,United States,2017,2325409
MR/K010174/1,MRC,Research Grant,"Department For Environment, Food And Rural Affairs (DEFRA)",Public,United Kingdom,2009,2325409
MR/K010174/1,MRC,Research Grant,Department of Health (DH),Public,United Kingdom,2009,2325409
MR/K010174/1,MRC,Research Grant,Drugs for Neglected Diseases initiative (DNDi),Charity/Non Profit,Switzerland,2013,2325409
MR/K010174/1,MRC,Research Grant,Emory University,Academic/University,United States,2010,2325409
MR/K010174/1,MRC,Research Grant,European Centre for Disease Prevention and Control (ECDC),Public,Sweden,2010,2325409
MR/K010174/1,MRC,Research Grant,European Vaccine Initiative (EVI),Charity/Non Profit,Germany,2012,2325409
MR/K010174/1,MRC,Research Grant,Experimental Zooprophylactic Institute of the Venezie,Public,Italy,2010,2325409
MR/K010174/1,MRC,Research Grant,FIND Diagnostics (India),Public,Switzerland,2015,2325409
MR/K010174/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2011,2325409
MR/K010174/1,MRC,Research Grant,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Charity/Non Profit,Switzerland,2015,2325409
MR/K010174/1,MRC,Research Grant,Government of Saudi Arabia,Public,Saudi Arabia,2014,2325409
MR/K010174/1,MRC,Research Grant,Government of the Swiss Confederation,Public,Switzerland,2008,2325409
MR/K010174/1,MRC,Research Grant,Government of the UK,Public,United Kingdom,2008,2325409
MR/K010174/1,MRC,Research Grant,Guangzhou No. 12 People's Hospital,Hospitals,China,2009,2325409
MR/K010174/1,MRC,Research Grant,Hannover Medical School,Academic/University,Germany,2010,2325409
MR/K010174/1,MRC,Research Grant,Harvard University,Academic/University,United States,2010,2325409
MR/K010174/1,MRC,Research Grant,HealthMap,Charity/Non Profit,NA,2016,2325409
MR/K010174/1,MRC,Research Grant,Healthsites.io,Private,France,2016,2325409
MR/K010174/1,MRC,Research Grant,HIV Monitoring Foundation (SHM),Charity/Non Profit,Netherlands,2010,2325409
MR/K010174/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2010,2325409
MR/K010174/1,MRC,Research Grant,Indiana University,Academic/University,United States,2010,2325409
MR/K010174/1,MRC,Research Grant,Industrial University of Santander,Academic/University,Colombia,2016,2325409
MR/K010174/1,MRC,Research Grant,Institute for Health Metrics and Evaluation (IHME),Charity/Non Profit,United States,2017,2325409
MR/K010174/1,MRC,Research Grant,Institute of Research in Health Sciences,Public,Burkina Faso,2017,2325409
MR/K010174/1,MRC,Research Grant,Intellectual Ventures,Private,United States,2016,2325409
MR/K010174/1,MRC,Research Grant,International Epidemiologic Databases to Evaluate AIDS (IeDEA),Charity/Non Profit,Global,2010,2325409
MR/K010174/1,MRC,Research Grant,International Society for Infectious Diseases (ISID),Charity/Non Profit,United States,2016,2325409
MR/K010174/1,MRC,Research Grant,Jinan University,Academic/University,China,2016,2325409
MR/K010174/1,MRC,Research Grant,John Hopkins Centre for Global Health,Charity/Non Profit,United States,2013,2325409
MR/K010174/1,MRC,Research Grant,Johns Hopkins University,Academic/University,United States,2014,2325409
MR/K010174/1,MRC,Research Grant,Joint Programming Initiative on Antimicrobial Resistance,Public,Sweden,2017,2325409
